municipality,county,municipality_id,county_id,latitude,longitude,hover
håbo,uppsala,0305,3,59.897716,17.675591,uppsala håbo
hagfors,värmland,1783,17,60.00536700000001,13.597393,värmland hagfors
luleå,norrbotten,2580,25,65.856088,22.289997,norrbotten luleå
borås,västra götaland,1490,14,57.793019,13.125345,västra götaland borås
ulricehamn,västra götaland,1491,14,57.676743,13.465877,västra götaland ulricehamn
norrtälje,stockholm,0188,1,59.803183,18.301225,stockholm norrtälje
karlstad,värmland,1780,17,59.410535,13.487439000000002,värmland karlstad
borgholm,kalmar,0885,8,56.774459,16.571886,kalmar borgholm
laholm,halland,1381,13,56.453316,13.076352,halland laholm
berg,jämtland,2326,23,62.472121,14.557917000000002,jämtland berg
upplands-bro,stockholm,0139,1,59.500988,17.604074,stockholm upplands-bro
rättvik,dalarna,2031,20,60.883754,15.122678,dalarna rättvik
tingsryd,kronoberg,0763,7,56.556264,15.264463,kronoberg tingsryd
härryda,västra götaland,1401,14,57.655551,12.499865,västra götaland härryda
umeå,västerbotten,2480,24,63.809335,20.187522,västerbotten umeå
kungsbacka,halland,1384,13,57.376334,11.991584,halland kungsbacka
karlskrona,blekinge,1080,10,56.257432,15.618547,blekinge karlskrona
habo,västerbotten,0643,6,64.116237,20.006266,västerbotten habo
hässleholm,skåne,1293,12,56.235947,13.522654,skåne hässleholm
askersund,örebro,1882,18,58.923791,15.03931,örebro askersund
tjörn,västra götaland,1419,14,57.937715,11.585986,västra götaland tjörn
sävsjö,halland,0684,6,57.41784200000001,11.939965,halland sävsjö
öckerö,västra götaland,1407,14,57.781185,11.605982,västra götaland öckerö
svalöv,skåne,1214,12,56.000698,13.291218,skåne svalöv
sala,västmanland,1981,19,59.920226,16.605644,västmanland sala
sala,västmanland,1981,19,59.911787,16.349275,västmanland sala
lidköping,västra götaland,1494,14,58.14025400000001,13.603637,västra götaland lidköping
nacka,stockholm,0182,1,59.279277,18.304929,stockholm nacka
borås,västra götaland,1490,14,57.71005699999999,12.793982000000002,västra götaland borås
söderhamn,gävleborg,2182,21,61.259492,17.163532999999994,gävleborg söderhamn
mullsjö,västra götaland,0642,6,58.012698,13.499448999999998,västra götaland mullsjö
borås,västra götaland,1490,14,57.769562,12.820944,västra götaland borås
kävlinge,skåne,1261,12,55.76288100000001,12.982192,skåne kävlinge
kramfors,västernorrland,2282,22,62.309973,17.380728,västernorrland kramfors
sandviken,gävleborg,2181,21,60.619422,16.783333,gävleborg sandviken
södertälje,stockholm,0181,1,59.183333,17.633333,stockholm södertälje
kalix,norrbotten,2514,25,65.855789,23.495749,norrbotten kalix
simrishamn,skåne,1291,12,55.63669300000001,14.129242,skåne simrishamn
ludvika,dalarna,2085,20,60.150877,14.97622,dalarna ludvika
mörbylånga,kalmar,0840,8,56.686651,16.491954999999994,kalmar mörbylånga
landskrona,skåne,1282,12,55.828988,12.942142,skåne landskrona
bollnäs,gävleborg,2183,21,61.266693,16.645052,gävleborg bollnäs
nynäshamn,stockholm,0192,1,59.02701999999999,17.929651999999994,stockholm nynäshamn
mora,dalarna,2062,20,61.017549,14.471227,dalarna mora
sundsvall,västernorrland,2281,22,62.40476700000001,17.126484,västernorrland sundsvall
halmstad,halland,1380,13,56.77414,12.979098,halland halmstad
haparanda,norrbotten,2583,25,65.726458,23.731355,norrbotten haparanda
svenljunga,västra götaland,1465,14,57.576853,13.117921,västra götaland svenljunga
botkyrka,stockholm,0127,1,59.112867,17.744928,stockholm botkyrka
bollnäs,gävleborg,2183,21,61.21499100000001,16.602652,gävleborg bollnäs
örnsköldsvik,västernorrland,2284,22,63.277804,18.076399,västernorrland örnsköldsvik
gagnef,dalarna,2026,20,60.557505000000006,15.222898,dalarna gagnef
sigtuna,stockholm,0191,1,59.61652,17.72363,stockholm sigtuna
leksand,dalarna,2029,20,60.775392,14.857697,dalarna leksand
hultsfred,kalmar,0860,8,57.543427,15.747964,kalmar hultsfred
halmstad,halland,1380,13,56.720464,13.126037,halland halmstad
norrköping,östergötland,0581,5,58.786108,16.154592,östergötland norrköping
simrishamn,skåne,1291,12,55.55655400000001,14.34999,skåne simrishamn
karlskrona,blekinge,1080,10,56.188899,15.56228,blekinge karlskrona
piteå,norrbotten,2581,25,65.519859,21.49157,norrbotten piteå
vetlanda,jönköping,0685,6,57.435987,15.172909,jönköping vetlanda
höör,skåne,1267,12,56.10569399999999,12.726249,skåne höör
trollhättan,västra götaland,1488,14,58.18823,12.226877,västra götaland trollhättan
gotland,gotland,0980,9,57.695914,18.360332,gotland gotland
sjöbo,skåne,1265,12,55.635086,13.703116,skåne sjöbo
linköping,östergötland,0580,5,58.36154499999999,15.369854,östergötland linköping
hässleholm,skåne,1293,12,56.282589,13.915975,skåne hässleholm
nyköping,södermanland,0480,4,58.776571,17.086447,södermanland nyköping
uddevalla,västra götaland,1485,14,58.286712,11.830503,västra götaland uddevalla
mariestad,västra götaland,1493,14,58.837351,13.980023,västra götaland mariestad
lerum,västra götaland,1441,14,57.915932,12.370609,västra götaland lerum
vellinge,skåne,1233,12,55.406007,12.844342,skåne vellinge
skara,västra götaland,1495,14,58.384607,13.439767000000002,västra götaland skara
vaxholm,stockholm,0187,1,59.395874,18.976177,stockholm vaxholm
karlstad,värmland,1780,17,59.417686,13.677096,värmland karlstad
orsa,dalarna,2034,20,61.185738,14.848198000000002,dalarna orsa
karlskrona,blekinge,1080,10,56.178442,15.518659,blekinge karlskrona
norrtälje,stockholm,0188,1,59.968548,18.612015,stockholm norrtälje
flen,södermanland,0482,4,59.061482,16.708105,södermanland flen
halmstad,halland,1380,13,56.693218,12.973859,halland halmstad
linköping,östergötland,0580,5,58.291674,15.559967000000002,östergötland linköping
vetlanda,västernorrland,0685,6,63.25054100000001,19.004406,västernorrland vetlanda
säter,dalarna,2082,20,60.40336800000001,15.81279,dalarna säter
strömstad,västra götaland,1486,14,58.924422,11.268152,västra götaland strömstad
trelleborg,skåne,1287,12,55.406315,13.082367,skåne trelleborg
skellefteå,västerbotten,2482,24,64.687603,21.236392,västerbotten skellefteå
skellefteå,västerbotten,2482,24,64.742143,20.971923,västerbotten skellefteå
ale,västra götaland,1440,14,57.982574,12.212476,västra götaland ale
gislaved,jönköping,0662,6,57.12635600000001,13.361951,jönköping gislaved
nyköping,västerbotten,0480,4,63.79926500000001,20.57891,västerbotten nyköping
eskilstuna,södermanland,0484,4,59.389915,16.538067,södermanland eskilstuna
vaggeryd,jönköping,0665,6,57.428947,14.091985,jönköping vaggeryd
simrishamn,skåne,1291,12,55.475713,14.279918,skåne simrishamn
skurup,skåne,1264,12,55.42463000000001,13.569718,skåne skurup
östhammar,uppsala,0382,3,60.033424,18.029507,uppsala östhammar
hammarö,värmland,1761,17,59.324185,13.470522,värmland hammarö
mörbylånga,södermanland,0840,8,58.785863,16.319955,södermanland mörbylånga
laholm,halland,1381,13,56.45000699999999,12.961617,halland laholm
falkenberg,halland,1382,13,56.883355,12.558435,halland falkenberg
lessebo,kronoberg,0761,7,57.15871800000001,15.164831,kronoberg lessebo
skövde,västra götaland,1496,14,58.341621,13.82799,västra götaland skövde
västerås,västmanland,1980,19,59.721776,16.428147,västmanland västerås
malmö,skåne,1280,12,55.538813,12.966722,skåne malmö
skurup,skåne,1264,12,55.483927,13.501464000000002,skåne skurup
älvkarleby,uppsala,0319,3,60.635222,17.409285999999998,uppsala älvkarleby
uppsala,uppsala,0380,3,60.08089200000001,17.735795,uppsala uppsala
vansbro,dalarna,2021,20,60.563861,14.301572,dalarna vansbro
örkelljunga,skåne,1257,12,56.370506000000006,13.46517,skåne örkelljunga
tomelilla,skåne,1270,12,55.614047,13.993737,skåne tomelilla
bengtsfors,västra götaland,1460,14,59.02283900000001,12.289002,västra götaland bengtsfors
karlstad,skåne,1780,17,55.37713299999999,13.050329,skåne karlstad
varberg,halland,1383,13,57.182168,12.468343,halland varberg
mjölby,östergötland,0586,5,58.39558,15.08677,östergötland mjölby
norrköping,östergötland,0581,5,58.575892,15.923,östergötland norrköping
tjörn,västra götaland,1419,14,57.990922,11.549795,västra götaland tjörn
tierp,uppsala,0360,3,60.47415600000001,17.762776000000006,uppsala tierp
jönköping,jönköping,0680,6,57.888091,14.364036,jönköping jönköping
katrineholm,södermanland,0483,4,59.031551,16.445463,södermanland katrineholm
hallsberg,örebro,1861,18,59.137692,15.337695000000002,örebro hallsberg
uppsala,uppsala,0380,3,59.876284,17.748717000000006,uppsala uppsala
håbo,uppsala,0305,3,59.567537,17.483612,uppsala håbo
skövde,västra götaland,1496,14,58.389845,13.844379,västra götaland skövde
linköping,östergötland,0580,5,58.359696,15.553717,östergötland linköping
gotland,gotland,0980,9,57.70721999999999,18.801919,gotland gotland
gotland,gotland,0980,9,57.70721999999999,18.801919,gotland gotland
håbo,västra götaland,0305,3,57.687282,11.940638,västra götaland håbo
lerum,skåne,1441,14,55.996056,13.872717000000002,skåne lerum
falkenberg,halland,1382,13,56.855134,12.690862,halland falkenberg
kalmar,dalarna,0880,8,60.693638,15.05284,dalarna kalmar
smedjebacken,dalarna,2061,20,60.141496,15.415104,dalarna smedjebacken
uddevalla,västra götaland,1485,14,58.36543,11.807151,västra götaland uddevalla
tomelilla,skåne,1270,12,55.550375,14.116682,skåne tomelilla
trelleborg,skåne,1287,12,55.34644599999999,13.374123,skåne trelleborg
gislaved,jönköping,0662,6,57.162696,13.411558,jönköping gislaved
sotenäs,västra götaland,1427,14,58.353644,11.226118,västra götaland sotenäs
höör,skåne,1267,12,55.838666,13.494158,skåne höör
söderköping,östergötland,0582,5,58.500942,16.161604,östergötland söderköping
kungälv,västra götaland,1482,14,57.940833,11.810833,västra götaland kungälv
nässjö,jönköping,0682,6,57.733333,14.75,jönköping nässjö
österåker,stockholm,0117,1,59.495278000000006,18.356389,stockholm österåker
alingsås,västra götaland,1489,14,58.119999,12.533111,västra götaland alingsås
sollefteå,västernorrland,2283,22,63.168023,17.265447,västernorrland sollefteå
sollefteå,västernorrland,2283,22,63.168023,17.265447,västernorrland sollefteå
mora,dalarna,2062,20,60.913298,14.61574,dalarna mora
säter,dalarna,2082,20,60.39024000000001,15.670832999999998,dalarna säter
finspång,östergötland,0562,5,58.72462,15.634397,östergötland finspång
sorsele,västerbotten,2422,24,65.533066,17.536873999999994,västerbotten sorsele
nynäshamn,stockholm,0192,1,59.014384,17.82105,stockholm nynäshamn
flen,södermanland,0482,4,59.071630000000006,16.829298,södermanland flen
stenungsund,västra götaland,1415,14,58.032826,11.870128,västra götaland stenungsund
norrtälje,stockholm,0188,1,59.702861,18.85637,stockholm norrtälje
karlskrona,blekinge,1080,10,56.31133000000001,15.595431,blekinge karlskrona
tomelilla,skåne,1270,12,55.579951,14.014554,skåne tomelilla
mjölby,östergötland,0586,5,58.35250799999999,15.236179000000002,östergötland mjölby
österåker,stockholm,0117,1,59.572133,18.289962,stockholm österåker
staffanstorp,skåne,1230,12,55.642739,13.211398999999998,skåne staffanstorp
strängnäs,södermanland,0486,4,59.361279,17.207143,södermanland strängnäs
strömstad,västra götaland,1486,14,58.917855,11.207555,västra götaland strömstad
österåker,östergötland,0117,1,58.130147,14.567888,östergötland österåker
timrå,västernorrland,2262,22,62.553498,17.409703,västernorrland timrå
nyköping,södermanland,0480,4,58.723851,16.41834,södermanland nyköping
värmdö,stockholm,0120,1,59.288201,18.691782,stockholm värmdö
eslöv,skåne,1285,12,55.903151,13.393866,skåne eslöv
göteborg,västra götaland,1480,14,57.805243,12.189724,västra götaland göteborg
ekerö,stockholm,0125,1,59.334749,17.687364000000006,stockholm ekerö
halmstad,halland,1380,13,56.764323,12.634688,halland halmstad
sigtuna,stockholm,0191,1,59.62146,17.796332,stockholm sigtuna
mora,dalarna,2062,20,60.948277,14.461244,dalarna mora
storuman,västerbotten,2421,24,65.067883,17.147755,västerbotten storuman
nässjö,jönköping,0682,6,57.581899,14.820178,jönköping nässjö
falköping,västra götaland,1499,14,58.271317,13.713327,västra götaland falköping
stenungsund,västra götaland,1415,14,58.061063,11.908631,västra götaland stenungsund
stenungsund,västra götaland,1415,14,58.066934,11.800581,västra götaland stenungsund
kil,västra götaland,1715,17,58.432234,13.584021,västra götaland kil
lidingö,stockholm,0186,1,59.390487,18.090382,stockholm lidingö
färgelanda,västra götaland,1439,14,58.30066899999999,12.066645,västra götaland färgelanda
nyköping,södermanland,0480,4,58.802763,16.785344,södermanland nyköping
karlshamn,blekinge,1082,10,56.173149,14.819885,blekinge karlshamn
gnesta,södermanland,0461,4,59.080099,17.013662,södermanland gnesta
hässleholm,skåne,1293,12,56.175596,13.827924,skåne hässleholm
eslöv,skåne,1285,12,55.94569,13.373798999999998,skåne eslöv
nordanstig,gävleborg,2132,21,61.898199,17.333013,gävleborg nordanstig
sävsjö,jönköping,0684,6,57.31959499999999,14.591119,jönköping sävsjö
stockholm,stockholm,0180,1,59.32511700000001,18.071093,stockholm stockholm
sundsvall,västernorrland,2281,22,62.347803000000006,17.364835,västernorrland sundsvall
härryda,västra götaland,1401,14,57.65387800000001,12.397367,västra götaland härryda
tjörn,västra götaland,1419,14,57.928828,11.611827,västra götaland tjörn
ystad,skåne,1286,12,55.47489100000001,13.874225,skåne ystad
stenungsund,västra götaland,1415,14,58.014335,11.828449,västra götaland stenungsund
vara,västra götaland,1470,14,58.32551700000001,12.923582,västra götaland vara
alingsås,västra götaland,1489,14,58.141468,12.579785,västra götaland alingsås
örebro,örebro,1880,18,59.210613,15.49755,örebro örebro
borgholm,kalmar,0885,8,56.756756,16.527238,kalmar borgholm
nynäshamn,stockholm,0192,1,58.955646,17.785737,stockholm nynäshamn
vimmerby,blekinge,0884,8,56.150783,15.3818,blekinge vimmerby
storfors,värmland,1760,17,59.463157,14.277864,värmland storfors
storuman,västerbotten,2421,24,65.44395899999999,15.832388,västerbotten storuman
sandviken,gävleborg,2181,21,60.582853,16.525365,gävleborg sandviken
uppsala,uppsala,0380,3,59.956938,17.704209,uppsala uppsala
lindesberg,örebro,1885,18,59.7136,15.135533,örebro lindesberg
nora,örebro,1884,18,59.545432,14.941675,örebro nora
boxholm,östergötland,0560,5,58.237724,15.091668,östergötland boxholm
katrineholm,södermanland,0483,4,58.90536,16.199816000000002,södermanland katrineholm
lindesberg,örebro,1885,18,59.739452,15.20154,örebro lindesberg
strängnäs,södermanland,0486,4,59.349601,17.081336,södermanland strängnäs
värmdö,västra götaland,0120,1,57.564189,12.457947,västra götaland värmdö
nordanstig,gävleborg,2132,21,61.8699,17.317171,gävleborg nordanstig
hallstahammar,västmanland,1961,19,59.523741,16.248735999999994,västmanland hallstahammar
markaryd,kronoberg,0767,7,56.55246800000001,13.731973000000002,kronoberg markaryd
strömstad,västra götaland,1486,14,58.93815,11.17873,västra götaland strömstad
strömsund,jämtland,2313,23,63.851666,15.558235,jämtland strömsund
ängelholm,skåne,1292,12,56.166109,12.837575,skåne ängelholm
ragunda,jämtland,2303,23,63.169262,15.612287,jämtland ragunda
linköping,östergötland,0580,5,58.33674,15.721157,östergötland linköping
karlskrona,blekinge,1080,10,56.098674,15.664782,blekinge karlskrona
göteborg,västra götaland,1480,14,57.609428,11.782149,västra götaland göteborg
gotland,gotland,0980,9,57.281454,18.471394,gotland gotland
lund,skåne,1281,12,55.749279,13.194779999999998,skåne lund
ljusnarsberg,örebro,1864,18,59.93455400000001,14.945443,örebro ljusnarsberg
umeå,västerbotten,2480,24,63.742559,20.231426000000006,västerbotten umeå
umeå,västerbotten,2480,24,63.779389,20.195725,västerbotten umeå
sundsvall,västernorrland,2281,22,62.417776,16.578272,västernorrland sundsvall
torsby,värmland,1737,17,60.410045,13.26975,värmland torsby
skövde,västra götaland,1496,14,58.478527,13.86672,västra götaland skövde
arvika,värmland,1784,17,59.67827,12.415219,värmland arvika
ekerö,stockholm,0125,1,59.288476,17.719274,stockholm ekerö
eskilstuna,södermanland,0484,4,59.438272,16.619871,södermanland eskilstuna
luleå,norrbotten,2580,25,65.77213,22.264301,norrbotten luleå
sundsvall,västernorrland,2281,22,62.39075500000001,17.307102,västernorrland sundsvall
trosa,jönköping,0488,4,57.77747700000001,14.596108,jönköping trosa
ludvika,dalarna,2085,20,60.221459,14.960771,dalarna ludvika
hagfors,värmland,1783,17,59.884283,13.722264,värmland hagfors
sunne,värmland,1766,17,59.890765,13.045421,värmland sunne
surahammar,västmanland,1907,19,59.707058,16.221994,västmanland surahammar
ale,västra götaland,1440,14,57.826762,12.016163,västra götaland ale
nyköping,södermanland,0480,4,58.743096,16.875131,södermanland nyköping
svalöv,skåne,1214,12,55.913651,13.106982,skåne svalöv
norrtälje,stockholm,0188,1,59.840363,18.662935,stockholm norrtälje
orust,västra götaland,1421,14,58.143036,11.819062,västra götaland orust
säffle,värmland,1785,17,59.179793,12.550962,värmland säffle
kiruna,norrbotten,2584,25,67.646923,21.055485,norrbotten kiruna
överkalix,norrbotten,2513,25,66.25963,22.820359,norrbotten överkalix
stenungsund,västra götaland,1415,14,58.118234,11.95799,västra götaland stenungsund
ystad,skåne,1286,12,55.43093100000001,13.715131,skåne ystad
piteå,västra götaland,2581,25,58.732952,11.172323,västra götaland piteå
degerfors,västerbotten,1862,18,65.02978900000001,20.768065,västerbotten degerfors
svedala,skåne,1263,12,55.515242,13.238435,skåne svedala
härjedalen,jämtland,2361,23,62.03607,14.359839,jämtland härjedalen
svenljunga,västra götaland,1465,14,57.496312,13.112259,västra götaland svenljunga
piteå,norrbotten,2581,25,65.310331,21.234612,norrbotten piteå
stenungsund,västra götaland,1415,14,58.144643,11.938389,västra götaland stenungsund
berg,jämtland,2326,23,62.766806,14.432422,jämtland berg
ängelholm,örebro,1292,12,59.112646,15.389159,örebro ängelholm
österåker,stockholm,0117,1,59.449483,18.283511,stockholm österåker
karlshamn,blekinge,1082,10,56.26198,14.774798,blekinge karlshamn
norrköping,östergötland,0581,5,58.650264,16.029186,östergötland norrköping
mjölby,östergötland,0586,5,58.334732,15.223076999999998,östergötland mjölby
torsby,värmland,1737,17,60.730431,12.871173,värmland torsby
säffle,värmland,1785,17,59.072789,13.163091,värmland säffle
gävle,gävleborg,2180,21,60.61760500000001,17.113604000000002,gävleborg gävle
älvdalen,dalarna,2039,20,61.69418100000001,13.143068,dalarna älvdalen
säter,dalarna,2082,20,60.414235,15.737297,dalarna säter
mark,västra götaland,1463,14,57.541234,12.435089,västra götaland mark
kungsbacka,halland,1384,13,57.4442,12.137018,halland kungsbacka
sala,västmanland,1981,19,59.862903,16.442051,västmanland sala
norrtälje,stockholm,0188,1,59.620932,18.439134,stockholm norrtälje
umeå,västerbotten,2480,24,63.902075,20.552316,västerbotten umeå
boden,norrbotten,2582,25,65.761657,21.751024,norrbotten boden
göteborg,västra götaland,1480,14,57.803487,11.911706,västra götaland göteborg
uppsala,uppsala,0380,3,59.811622,17.700560999999997,uppsala uppsala
sävsjö,jönköping,0684,6,57.317287,14.612718,jönköping sävsjö
ekerö,stockholm,0125,1,59.3825,17.585278,stockholm ekerö
norrtälje,stockholm,0188,1,59.897693,18.69698,stockholm norrtälje
smedjebacken,dalarna,2061,20,60.07301,15.564555,dalarna smedjebacken
tierp,uppsala,0360,3,60.38813199999999,17.241258,uppsala tierp
söderhamn,gävleborg,2182,21,61.29985,17.060759,gävleborg söderhamn
söderköping,östergötland,0582,5,58.482380000000006,16.321622,östergötland söderköping
håbo,uppsala,0305,3,59.676202,17.595891,uppsala håbo
norrtälje,stockholm,0188,1,59.75011600000001,18.915614,stockholm norrtälje
södertälje,stockholm,0181,1,59.196428,17.627166,stockholm södertälje
boden,norrbotten,2582,25,65.90101999999999,21.321748,norrbotten boden
lund,kalmar,1281,12,56.567171,16.619985,kalmar lund
luleå,norrbotten,2580,25,65.654162,21.953414,norrbotten luleå
vimmerby,kalmar,0884,8,57.741455,15.796053,kalmar vimmerby
sölvesborg,blekinge,1083,10,56.050653,14.58719,blekinge sölvesborg
hudiksvall,gävleborg,2184,21,61.717887,16.96966,gävleborg hudiksvall
umeå,västerbotten,2480,24,63.872978,20.036461,västerbotten umeå
umeå,västerbotten,2480,24,63.679946,20.002339000000006,västerbotten umeå
hallstahammar,västmanland,1961,19,59.583061,16.210760999999998,västmanland hallstahammar
ludvika,dalarna,2085,20,60.186912,15.147367,dalarna ludvika
timrå,västernorrland,2262,22,62.504549,17.508612,västernorrland timrå
hässleholm,skåne,1293,12,56.04063000000001,13.681493,skåne hässleholm
sjöbo,skåne,1265,12,55.58503100000001,13.673597,skåne sjöbo
ystad,skåne,1286,12,55.501399,13.79526,skåne ystad
jönköping,jönköping,0680,6,57.678947,14.091865,jönköping jönköping
linköping,östergötland,0580,5,58.43085799999999,15.68659,östergötland linköping
överkalix,norrbotten,2513,25,66.33726,22.847685,norrbotten överkalix
ljusdal,örebro,2161,21,59.45198900000001,14.771379,örebro ljusdal
östersund,jämtland,2380,23,63.000922,14.745313,jämtland östersund
tanum,västra götaland,1435,14,58.721908,11.332385,västra götaland tanum
umeå,västerbotten,2480,24,64.035882,20.050217,västerbotten umeå
svalöv,skåne,1214,12,55.866539,13.090358,skåne svalöv
jönköping,jönköping,0680,6,57.706654,14.321032999999998,jönköping jönköping
tibro,västra götaland,1472,14,58.42489000000001,14.163119,västra götaland tibro
tidaholm,västra götaland,1498,14,58.14069300000001,13.924145,västra götaland tidaholm
skövde,västra götaland,1496,14,58.576338,14.012095,västra götaland skövde
västerås,västmanland,1980,19,59.512822,16.531577,västmanland västerås
tierp,uppsala,0360,3,60.342961,17.516839,uppsala tierp
västerås,västmanland,1980,19,59.68670400000001,16.618347,västmanland västerås
ulricehamn,västra götaland,1491,14,57.861904,13.428551,västra götaland ulricehamn
mönsterås,kalmar,0861,8,56.970307,16.43421,kalmar mönsterås
skövde,västra götaland,1496,14,58.527673,13.759432,västra götaland skövde
timrå,västernorrland,2262,22,62.489319,17.327373,västernorrland timrå
tingsryd,kronoberg,0763,7,56.52790600000001,14.977188,kronoberg tingsryd
gotland,gotland,0980,9,57.735759,18.613689,gotland gotland
gällivare,norrbotten,2523,25,67.326607,20.736699,norrbotten gällivare
kungälv,västra götaland,1482,14,57.893324,11.743298,västra götaland kungälv
motala,östergötland,0583,5,58.71515,15.354501,östergötland motala
höör,skåne,1267,12,55.99998299999999,13.635045000000002,skåne höör
tierp,uppsala,0360,3,60.25739599999999,17.656487,uppsala tierp
gotland,gotland,0980,9,57.52080600000001,18.168597,gotland gotland
varberg,halland,1383,13,57.17385,12.30051,halland varberg
kristianstad,skåne,1290,12,55.934062,13.975141,skåne kristianstad
lerum,västra götaland,1441,14,57.81872900000001,12.422679,västra götaland lerum
tomelilla,skåne,1270,12,55.543798,13.954122,skåne tomelilla
umeå,västerbotten,2480,24,63.808575,20.376449,västerbotten umeå
falköping,västra götaland,1499,14,58.210335,13.608092,västra götaland falköping
båstad,skåne,1278,12,56.426297,12.626767,skåne båstad
mark,kalmar,1463,14,56.794375,15.947044,kalmar mark
karlskrona,blekinge,1080,10,56.095268,15.831092000000002,blekinge karlskrona
hässleholm,skåne,1293,12,56.11158,13.744208,skåne hässleholm
lund,skåne,1281,12,55.678976,13.418465,skåne lund
varberg,halland,1383,13,57.188948,12.280569,halland varberg
alvesta,kronoberg,0764,7,57.034375,14.571008,kronoberg alvesta
ånge,västernorrland,2260,22,62.476165,16.331355,västernorrland ånge
munkedal,västra götaland,1430,14,58.443718,11.599255,västra götaland munkedal
torsby,värmland,1737,17,60.13551999999999,13.006788,värmland torsby
eskilstuna,södermanland,0484,4,59.419243,16.474944,södermanland eskilstuna
hofors,västernorrland,2104,21,63.076659,17.715374,västernorrland hofors
borlänge,dalarna,2081,20,60.46352,15.569629,dalarna borlänge
västerås,västmanland,1980,19,59.674702,16.722464000000002,västmanland västerås
hylte,halland,1315,13,56.95354200000001,13.074462,halland hylte
västervik,kalmar,0883,8,57.63186500000001,16.182809,kalmar västervik
tranemo,västra götaland,1452,14,57.49049100000001,13.431045999999998,västra götaland tranemo
danderyd,stockholm,0162,1,59.291823,17.779643,stockholm danderyd
markaryd,kronoberg,0767,7,56.579041,13.752695,kronoberg markaryd
kalmar,kalmar,0880,8,56.699905,16.11671,kalmar kalmar
trelleborg,skåne,1287,12,55.37592,13.146152,skåne trelleborg
trollhättan,västra götaland,1488,14,58.217868,12.341385,västra götaland trollhättan
trosa,södermanland,0488,4,58.896705,17.547811,södermanland trosa
krokom,jämtland,2309,23,63.33313100000001,14.016113,jämtland krokom
vara,västra götaland,1470,14,58.25186600000001,13.085384,västra götaland vara
ulricehamn,västra götaland,1491,14,57.98563299999999,13.531922,västra götaland ulricehamn
gävle,gävleborg,2180,21,60.818958,17.214570000000002,gävleborg gävle
halmstad,halland,1380,13,57.14171999999999,12.288236,halland halmstad
varberg,halland,1383,13,57.13873100000001,12.223881,halland varberg
söderhamn,gävleborg,2182,21,61.396137,16.833717,gävleborg söderhamn
botkyrka,stockholm,0127,1,59.200555,17.834312,stockholm botkyrka
eskilstuna,södermanland,0484,4,59.429688,16.339888000000002,södermanland eskilstuna
göteborg,västra götaland,1480,14,57.728818,11.74337,västra götaland göteborg
landskrona,skåne,1282,12,55.913333,12.689722,skåne landskrona
södertälje,stockholm,0181,1,59.253428,17.490446,stockholm södertälje
vimmerby,kalmar,0884,8,57.5766,16.1052,kalmar vimmerby
jönköping,jönköping,0680,6,58.047598,14.337399,jönköping jönköping
kiruna,norrbotten,2584,25,67.855418,20.318467,norrbotten kiruna
ekerö,norrbotten,0125,1,66.392166,23.604889,norrbotten ekerö
karlskrona,blekinge,1080,10,56.31028000000001,15.462932,blekinge karlskrona
varberg,halland,1383,13,57.041893,12.398992,halland varberg
kalmar,kalmar,0880,8,56.623633,16.041255,kalmar kalmar
vindeln,västerbotten,2404,24,64.099244,19.67026,västerbotten vindeln
hammarö,värmland,1761,17,59.345907,13.561706,värmland hammarö
malmö,skåne,1280,12,55.514669,13.001715,skåne malmö
vaxholm,stockholm,0187,1,59.377574,18.392701,stockholm vaxholm
hässleholm,skåne,1293,12,56.160204,13.604263,skåne hässleholm
nyköping,södermanland,0480,4,58.849348,17.234323999999994,södermanland nyköping
svalöv,skåne,1214,12,56.30430500000001,13.822234,skåne svalöv
varberg,halland,1383,13,57.174622,12.22589,halland varberg
helsingborg,skåne,1283,12,56.19372900000001,12.773407,skåne helsingborg
värnamo,jönköping,0683,6,57.094246,14.047422,jönköping värnamo
umeå,västerbotten,2480,24,63.839675,20.475946,västerbotten umeå
österåker,stockholm,0117,1,59.47179000000001,18.239194,stockholm österåker
leksand,dalarna,2029,20,60.825635,14.99458,dalarna leksand
storuman,västerbotten,2421,24,65.713176,15.282744,västerbotten storuman
heby,uppsala,0331,3,60.154562,16.92751,uppsala heby
växjö,kronoberg,0780,7,56.76989200000001,14.823869,kronoberg växjö
årjäng,värmland,1765,17,59.509315,11.842519,värmland årjäng
bollebygd,västra götaland,1443,14,57.797309,12.63476,västra götaland bollebygd
töreboda,västra götaland,1473,14,58.70810600000001,14.123973,västra götaland töreboda
kalix,norrbotten,2514,25,65.913129,22.647827,norrbotten kalix
gnosjö,västra götaland,0617,6,58.309948,13.073277,västra götaland gnosjö
åmål,västra götaland,1492,14,58.971904,12.64486,västra götaland åmål
mark,västra götaland,1463,14,57.580985,12.354719,västra götaland mark
stenungsund,västra götaland,1415,14,58.084444,11.956919,västra götaland stenungsund
tranemo,västra götaland,1452,14,57.474595,13.263325,västra götaland tranemo
hagfors,värmland,1783,17,60.02476600000001,13.619007,värmland hagfors
eskilstuna,västra götaland,0484,4,58.839547,11.07948,västra götaland eskilstuna
uddevalla,västra götaland,1485,14,58.34905500000001,11.938285,västra götaland uddevalla
sunne,värmland,1766,17,59.945983,12.910784,värmland sunne
falkenberg,halland,1382,13,57.136086,12.715631,halland falkenberg
